Order Date,Ship Date,Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales
2015-09-07,2015-09-12,Second Class,Consumer,Tulsa,Oklahoma,74133.0,Central,Office Supplies,Paper,Xerox 2000,12.96
2015-09-07,2015-09-12,Second Class,Consumer,Tulsa,Oklahoma,74133.0,Central,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88
2015-09-07,2015-09-12,Second Class,Consumer,Tulsa,Oklahoma,74133.0,Central,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85
2017-09-26,2017-10-01,Standard Class,Corporate,Hesperia,California,92345.0,West,Furniture,Bookcases,Bestar Classic Bookcase,424.9575
2018-09-17,2018-09-21,Second Class,Corporate,Provo,Utah,84604.0,West,Office Supplies,Binders,Avery Non-Stick Binders,10.776
2018-09-17,2018-09-21,Second Class,Corporate,Provo,Utah,84604.0,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.784
2018-09-17,2018-09-21,Second Class,Corporate,Provo,Utah,84604.0,West,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88
2018-09-17,2018-09-21,Second Class,Corporate,Provo,Utah,84604.0,West,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94
2018-09-17,2018-09-21,Second Class,Corporate,Provo,Utah,84604.0,West,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584
2018-09-17,2018-09-21,Second Class,Corporate,Provo,Utah,84604.0,West,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74
2018-09-17,2018-09-21,Second Class,Corporate,Provo,Utah,84604.0,West,Office Supplies,Labels,Avery 514,14.4
2017-08-16,2017-08-20,Standard Class,Consumer,San Francisco,California,94110.0,West,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86
2016-12-24,2016-12-28,Standard Class,Corporate,Gilbert,Arizona,85234.0,West,Furniture,Chairs,SAFCO Arco Folding Chair,883.84
2018-11-28,2018-12-02,Standard Class,Corporate,New York City,New York,10035.0,East,Technology,Phones,Google Nexus 5,1979.89
2018-11-28,2018-12-02,Standard Class,Corporate,New York City,New York,10035.0,East,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96
2018-04-14,2018-04-15,First Class,Home Office,Springfield,Missouri,65807.0,Central,Office Supplies,Binders,Acco 3-Hole Punch,8.76
2017-05-01,2017-05-04,First Class,Consumer,Memphis,Tennessee,38109.0,South,Office Supplies,Labels,Avery 499,3.984
2017-05-01,2017-05-04,First Class,Consumer,Memphis,Tennessee,38109.0,South,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62
2017-05-01,2017-05-04,First Class,Consumer,Memphis,Tennessee,38109.0,South,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742
2017-10-01,2017-10-01,Same Day,Consumer,Amarillo,Texas,79109.0,Central,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512
2017-10-01,2017-10-01,Same Day,Consumer,Amarillo,Texas,79109.0,Central,Office Supplies,Paper,Easy-staple paper,28.352
2016-08-25,2016-08-30,Standard Class,Home Office,Los Angeles,California,90045.0,West,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",40.784
2016-08-25,2016-08-30,Standard Class,Home Office,Los Angeles,California,90045.0,West,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,105.96
2015-09-09,2015-09-12,Second Class,Corporate,Lowell,Massachusetts,1852.0,East,Office Supplies,Paper,Xerox 1913,166.44
2015-09-09,2015-09-12,Second Class,Corporate,Lowell,Massachusetts,1852.0,East,Furniture,Chairs,Global Italian Leather Office Chair,785.88
2015-09-09,2015-09-12,Second Class,Corporate,Lowell,Massachusetts,1852.0,East,Office Supplies,Paper,Advantus Motivational Note Cards,26.2
2015-09-09,2015-09-12,Second Class,Corporate,Lowell,Massachusetts,1852.0,East,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85
2018-12-03,2018-12-03,Same Day,Consumer,San Diego,California,92024.0,West,Office Supplies,Paper,Xerox 1888,166.44
2018-11-27,2018-12-02,Standard Class,Consumer,Asheville,North Carolina,28806.0,South,Office Supplies,Art,Pencil and Crayon Sharpener,8.76
2018-11-27,2018-12-02,Standard Class,Consumer,Asheville,North Carolina,28806.0,South,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,43.584
2015-06-21,2015-06-21,Same Day,Consumer,Pueblo,Colorado,81001.0,West,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088
2015-06-21,2015-06-21,Same Day,Consumer,Pueblo,Colorado,81001.0,West,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",25.164
2018-01-21,2018-01-27,Standard Class,Home Office,Jackson,Michigan,49201.0,Central,Office Supplies,Binders,Avery Durable Binders,14.4
2018-01-21,2018-01-27,Standard Class,Home Office,Jackson,Michigan,49201.0,Central,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95
2018-01-21,2018-01-27,Standard Class,Home Office,Jackson,Michigan,49201.0,Central,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",89.52
2018-01-21,2018-01-27,Standard Class,Home Office,Jackson,Michigan,49201.0,Central,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973
2018-01-21,2018-01-27,Standard Class,Home Office,Jackson,Michigan,49201.0,Central,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99
2018-06-29,2018-07-06,Standard Class,Consumer,Los Angeles,California,90004.0,West,Office Supplies,Binders,Satellite Sectional Post Binders,312.552
2017-09-06,2017-09-11,Standard Class,Consumer,Thomasville,North Carolina,27360.0,South,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952
2017-09-06,2017-09-11,Standard Class,Consumer,Thomasville,North Carolina,27360.0,South,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204
2017-08-04,2017-08-05,First Class,Consumer,Peoria,Illinois,61604.0,Central,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98
2016-11-12,2016-11-14,First Class,Corporate,Los Angeles,California,90032.0,West,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7
2015-06-30,2015-07-02,First Class,Consumer,Chicago,Illinois,60653.0,Central,Office Supplies,Art,BIC Brite Liner Grip Highlighters,5.248
2018-12-04,2018-12-08,Standard Class,Consumer,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Binders,Storex Dura Pro Binders,5.346
2017-08-28,2017-09-02,Standard Class,Consumer,Englewood,Colorado,80112.0,West,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48
2017-08-28,2017-09-02,Standard Class,Consumer,Englewood,Colorado,80112.0,West,Technology,Phones,AT&T 17929 Lendline Telephone,108.576
2017-01-22,2017-01-28,Standard Class,Corporate,Seattle,Washington,98115.0,West,Furniture,Furnishings,"Contract Clock, 14"", Brown",109.9
2015-10-15,2015-10-20,Standard Class,Consumer,Hialeah,Florida,33012.0,South,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384
2017-02-07,2017-02-09,First Class,Consumer,Lancaster,Ohio,43130.0,East,Office Supplies,Paper,Xerox 1912,30.352
2015-03-18,2015-03-23,Standard Class,Home Office,Jacksonville,Florida,32216.0,South,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,821.3
2015-03-18,2015-03-23,Standard Class,Home Office,Jacksonville,Florida,32216.0,South,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48
2015-03-18,2015-03-23,Standard Class,Home Office,Jacksonville,Florida,32216.0,South,Office Supplies,Paper,Xerox 195,21.376
2015-03-18,2015-03-23,Standard Class,Home Office,Jacksonville,Florida,32216.0,South,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016
2015-03-18,2015-03-23,Standard Class,Home Office,Jacksonville,Florida,32216.0,South,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",30.768
2015-03-18,2015-03-23,Standard Class,Home Office,Jacksonville,Florida,32216.0,South,Office Supplies,Fasteners,Staples,18.936
2015-03-18,2015-03-23,Standard Class,Home Office,Jacksonville,Florida,32216.0,South,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",122.352
2015-05-24,2015-05-30,Standard Class,Consumer,Baltimore,Maryland,21215.0,East,Office Supplies,Paper,Xerox 1944,116.28
2018-07-11,2018-07-13,Second Class,Consumer,New York City,New York,10009.0,East,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,132.6
2018-06-16,2018-06-21,Standard Class,Home Office,Carlsbad,New Mexico,88220.0,West,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,16.68
2018-06-16,2018-06-21,Standard Class,Home Office,Carlsbad,New Mexico,88220.0,West,Office Supplies,Paper,Xerox 215,19.44
2018-06-16,2018-06-21,Standard Class,Home Office,Carlsbad,New Mexico,88220.0,West,Office Supplies,Paper,Xerox 1885,192.16
2016-01-30,2016-02-06,Standard Class,Consumer,Los Angeles,California,90049.0,West,Furniture,Furnishings,"Computer Room Manger, 14""",227.36
2016-01-30,2016-02-06,Standard Class,Consumer,Los Angeles,California,90049.0,West,Technology,Machines,Bady BDG101FRU Card Printer,1919.976
2016-12-11,2016-12-15,Standard Class,Consumer,Jacksonville,Florida,32216.0,South,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828
2018-10-09,2018-10-11,First Class,Corporate,Lakewood,Ohio,44107.0,East,Furniture,Furnishings,Nu-Dell Leatherette Frames,45.888
2018-07-29,2018-08-01,Second Class,Consumer,Troy,New York,12180.0,East,Office Supplies,Art,Sanford Liquid Accent Highlighters,60.12
2015-04-25,2015-04-29,Standard Class,Consumer,Wilmington,North Carolina,28403.0,South,Technology,Phones,AT&T CL2909,302.376
2016-12-01,2016-12-06,Standard Class,Home Office,Seattle,Washington,98105.0,West,Office Supplies,Art,Prang Drawing Pencil Set,13.9
2015-12-04,2015-12-08,Standard Class,Corporate,New York City,New York,10024.0,East,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98
2018-08-26,2018-09-01,Standard Class,Home Office,Columbus,Georgia,31907.0,South,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98
2015-09-07,2015-09-13,Standard Class,Consumer,New York City,New York,10024.0,East,Technology,Phones,AT&T EL51110 DECT,377.97
2018-12-21,2018-12-27,Standard Class,Consumer,Costa Mesa,California,92627.0,West,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",124.36
2015-12-06,2015-12-08,Second Class,Consumer,Houston,Texas,77095.0,Central,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976
2015-11-04,2015-11-08,Second Class,Corporate,Cary,North Carolina,27511.0,South,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376
2015-11-04,2015-11-08,Second Class,Corporate,Cary,North Carolina,27511.0,South,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24
2017-04-14,2017-04-19,Second Class,Consumer,Alexandria,Virginia,22304.0,South,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.2
2015-10-04,2015-10-08,Standard Class,Consumer,Vallejo,California,94591.0,West,Office Supplies,Labels,Avery 512,14.45
2015-10-04,2015-10-08,Standard Class,Consumer,Vallejo,California,94591.0,West,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.648
2018-11-07,2018-11-13,Standard Class,Consumer,Philadelphia,Pennsylvania,19120.0,East,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,359.97
2018-11-07,2018-11-13,Standard Class,Consumer,Philadelphia,Pennsylvania,19120.0,East,Furniture,Tables,Bevis Rectangular Conference Tables,350.352
2018-12-22,2018-12-24,First Class,Consumer,Toledo,Ohio,43615.0,East,Office Supplies,Binders,Angle-D Ring Binders,1.641
2018-12-22,2018-12-24,First Class,Consumer,Toledo,Ohio,43615.0,East,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,629.958
2018-02-13,2018-02-19,Standard Class,Consumer,Seattle,Washington,98105.0,West,Office Supplies,Art,Newell 311,6.63
2018-02-13,2018-02-19,Standard Class,Consumer,Seattle,Washington,98105.0,West,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96
2018-02-13,2018-02-19,Standard Class,Consumer,Seattle,Washington,98105.0,West,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53
2015-07-02,2015-07-06,Standard Class,Consumer,Plainfield,New Jersey,7060.0,East,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98
2015-07-02,2015-07-06,Standard Class,Consumer,Plainfield,New Jersey,7060.0,East,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58
2016-02-21,2016-02-23,Second Class,Consumer,Las Cruces,New Mexico,88001.0,West,Office Supplies,Paper,Easy-staple paper,49.12
2016-11-13,2016-11-19,Standard Class,Consumer,Newark,Delaware,19711.0,East,Technology,Phones,BlackBerry Q10,377.97
2016-11-13,2016-11-19,Standard Class,Consumer,Newark,Delaware,19711.0,East,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",42.28
2016-11-13,2016-11-19,Standard Class,Consumer,Newark,Delaware,19711.0,East,Furniture,Bookcases,Bestar Classic Bookcase,299.97
2016-11-13,2016-11-19,Standard Class,Consumer,Newark,Delaware,19711.0,East,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98
2018-04-16,2018-04-18,First Class,Corporate,Hoover,Alabama,35244.0,South,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,477.24
2018-04-16,2018-04-18,First Class,Corporate,Hoover,Alabama,35244.0,South,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98
2017-02-25,2017-02-27,Second Class,Consumer,Newark,Ohio,43055.0,East,Office Supplies,Envelopes,Staple envelope,46.72
2015-11-04,2015-11-08,Standard Class,Consumer,San Diego,California,92037.0,West,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34
2016-06-20,2016-06-25,Second Class,Corporate,San Francisco,California,94122.0,West,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64
2016-06-20,2016-06-25,Second Class,Corporate,San Francisco,California,94122.0,West,Technology,Phones,netTALK DUO VoIP Telephone Service,125.976
2018-08-07,2018-08-11,Second Class,Consumer,Jacksonville,North Carolina,28540.0,South,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,79.992
2015-05-12,2015-05-17,Standard Class,Consumer,Franklin,Massachusetts,2038.0,East,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056
2016-11-22,2016-11-26,Standard Class,Home Office,Frisco,Texas,75034.0,Central,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,27.168
2016-12-04,2016-12-08,Standard Class,Consumer,Tallahassee,Florida,32303.0,South,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226
2015-06-08,2015-06-14,Standard Class,Consumer,Seattle,Washington,98115.0,West,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552
2015-08-08,2015-08-11,Second Class,Consumer,Vacaville,California,95687.0,West,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28
2015-05-26,2015-05-30,Standard Class,Consumer,Los Angeles,California,90008.0,West,Furniture,Chairs,Hon Olson Stacker Stools,225.296
2016-04-17,2016-04-21,Standard Class,Consumer,San Francisco,California,94122.0,West,Office Supplies,Art,Prang Drawing Pencil Set,5.56
2016-04-17,2016-04-21,Standard Class,Consumer,San Francisco,California,94122.0,West,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37
2016-04-17,2016-04-21,Standard Class,Consumer,San Francisco,California,94122.0,West,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96
2016-04-17,2016-04-21,Standard Class,Consumer,San Francisco,California,94122.0,West,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1447.65
2016-04-17,2016-04-21,Standard Class,Consumer,San Francisco,California,94122.0,West,Office Supplies,Paper,Xerox 1903,11.96
2017-06-11,2017-06-13,Second Class,Consumer,New York City,New York,10035.0,East,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97
2017-03-11,2017-03-15,Standard Class,Home Office,Columbus,Georgia,31907.0,South,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",76.92
2017-03-11,2017-03-15,Standard Class,Home Office,Columbus,Georgia,31907.0,South,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32
2015-05-26,2015-05-29,First Class,Home Office,Murray,Utah,84107.0,West,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4
2018-10-12,2018-10-14,First Class,Home Office,San Francisco,California,94110.0,West,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.99
2018-10-12,2018-10-14,First Class,Home Office,San Francisco,California,94110.0,West,Office Supplies,Binders,Canvas Sectional Post Binders,101.84
2018-06-22,2018-06-28,Standard Class,Home Office,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,GBC Plasticlear Binding Covers,10.332
2018-06-22,2018-06-28,Standard Class,Home Office,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,31.155
2018-06-22,2018-06-28,Standard Class,Home Office,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.928
2018-01-15,2018-01-18,First Class,Consumer,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,34.384
2018-01-15,2018-01-18,First Class,Consumer,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16
2016-04-02,2016-04-07,Standard Class,Consumer,Dallas,Texas,75220.0,Central,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.192
2016-04-02,2016-04-07,Standard Class,Consumer,Dallas,Texas,75220.0,Central,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,50.12
2016-04-02,2016-04-07,Standard Class,Consumer,Dallas,Texas,75220.0,Central,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.976
2017-09-03,2017-09-10,Standard Class,Consumer,Waukesha,Wisconsin,53186.0,Central,Office Supplies,Storage,Crate-A-Files,54.5
2018-12-10,2018-12-12,First Class,Consumer,Fort Lauderdale,Florida,33311.0,South,Furniture,Furnishings,Staple-based wall hangings,19.104
2017-11-22,2017-11-26,Standard Class,Consumer,Detroit,Michigan,48205.0,Central,Office Supplies,Binders,Ibico Standard Transparent Covers,49.44
2018-11-11,2018-11-18,Standard Class,Home Office,Springfield,Ohio,45503.0,East,Office Supplies,Paper,Xerox 222,10.368
2017-10-21,2017-10-25,Standard Class,Consumer,San Diego,California,92037.0,West,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44
2016-12-21,2016-12-25,Standard Class,Corporate,Colorado Springs,Colorado,80906.0,West,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,60.984
2016-07-17,2016-07-19,Second Class,Consumer,Bakersfield,California,93309.0,West,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.466
2018-04-30,2018-05-05,Standard Class,Corporate,Pompano Beach,Florida,33068.0,South,Furniture,Furnishings,3M Hangers With Command Adhesive,23.68
2018-04-30,2018-05-05,Standard Class,Corporate,Pompano Beach,Florida,33068.0,South,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.376
2018-05-06,2018-05-08,First Class,Consumer,New York City,New York,10035.0,East,Office Supplies,Labels,Avery 505,59.2
2018-11-20,2018-11-27,Standard Class,Consumer,Lakeville,Minnesota,55044.0,Central,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",22.0
2017-11-11,2017-11-16,Standard Class,Consumer,Detroit,Michigan,48234.0,Central,Technology,Phones,Digium D40 VoIP phone,257.98
2017-11-05,2017-11-10,Standard Class,Corporate,Philadelphia,Pennsylvania,19134.0,East,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.988
2017-10-09,2017-10-15,Standard Class,Corporate,Troy,Ohio,45373.0,East,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976
2016-09-21,2016-09-23,First Class,Home Office,Los Angeles,California,90036.0,West,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,601.536
2016-09-21,2016-09-23,First Class,Home Office,Los Angeles,California,90036.0,West,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9
2015-12-02,2015-12-06,Standard Class,Corporate,Corpus Christi,Texas,78415.0,Central,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36
2015-12-02,2015-12-06,Standard Class,Corporate,Corpus Christi,Texas,78415.0,Central,Office Supplies,Art,Newell 343,16.464
2015-12-02,2015-12-06,Standard Class,Corporate,Corpus Christi,Texas,78415.0,Central,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96
2015-09-21,2015-09-22,First Class,Corporate,Omaha,Nebraska,68104.0,Central,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,25.96
2015-09-21,2015-09-22,First Class,Corporate,Omaha,Nebraska,68104.0,Central,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27
2015-09-21,2015-09-22,First Class,Corporate,Omaha,Nebraska,68104.0,Central,Office Supplies,Paper,Xerox 224,6.48
2015-04-12,2015-04-17,Standard Class,Corporate,Redondo Beach,California,90278.0,West,Technology,Phones,Pyle PMP37LED,1075.088
2015-04-12,2015-04-17,Standard Class,Corporate,Redondo Beach,California,90278.0,West,Technology,Phones,AT&T 1080 Corded phone,438.368
2015-04-12,2015-04-17,Standard Class,Corporate,Redondo Beach,California,90278.0,West,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088
2015-04-12,2015-04-17,Standard Class,Corporate,Redondo Beach,California,90278.0,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499
2018-10-20,2018-10-27,Standard Class,Consumer,Little Rock,Arkansas,72209.0,South,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",13.36
2018-10-20,2018-10-27,Standard Class,Consumer,Little Rock,Arkansas,72209.0,South,Office Supplies,Paper,Xerox 1884,39.96
2018-10-20,2018-10-27,Standard Class,Consumer,Little Rock,Arkansas,72209.0,South,Office Supplies,Binders,Binding Machine Supplies,145.85
2017-10-25,2017-10-28,First Class,Corporate,Miami,Florida,33180.0,South,Technology,Phones,Panasonic KX-TG9471B,783.96
2016-11-01,2016-11-04,First Class,Consumer,Salem,Oregon,97301.0,West,Office Supplies,Art,Lumber Crayons,7.88
2018-11-03,2018-11-08,Standard Class,Consumer,Las Cruces,New Mexico,88001.0,West,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37
2016-05-12,2016-05-16,Standard Class,Consumer,San Francisco,California,94122.0,West,Office Supplies,Paper,Xerox 1962,12.84
2016-05-12,2016-05-16,Standard Class,Consumer,San Francisco,California,94122.0,West,Office Supplies,Paper,Xerox 1953,25.68
2016-09-07,2016-09-11,Standard Class,Consumer,El Paso,Texas,79907.0,Central,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",47.516
2016-07-25,2016-07-27,Second Class,Consumer,Seattle,Washington,98115.0,West,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,9.42
2016-07-25,2016-07-27,Second Class,Consumer,Seattle,Washington,98115.0,West,Office Supplies,Paper,Xerox 228,12.96
2016-07-25,2016-07-27,Second Class,Consumer,Seattle,Washington,98115.0,West,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",704.9
2016-07-25,2016-07-27,Second Class,Consumer,Seattle,Washington,98115.0,West,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.568
2016-11-16,2016-11-18,Second Class,Home Office,Milwaukee,Wisconsin,53209.0,Central,Office Supplies,Paper,Xerox 191,179.82
2016-11-16,2016-11-18,Second Class,Home Office,Milwaukee,Wisconsin,53209.0,Central,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58
2016-11-16,2016-11-18,Second Class,Home Office,Milwaukee,Wisconsin,53209.0,Central,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11
2016-11-16,2016-11-18,Second Class,Home Office,Milwaukee,Wisconsin,53209.0,Central,Technology,Accessories,Logitech diNovo Edge Keyboard,999.96
2016-11-16,2016-11-18,Second Class,Home Office,Milwaukee,Wisconsin,53209.0,Central,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55
2016-09-01,2016-09-08,Standard Class,Home Office,Franklin,Massachusetts,2038.0,East,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6
2016-09-01,2016-09-08,Standard Class,Home Office,Franklin,Massachusetts,2038.0,East,Furniture,Chairs,"Global Value Steno Chair, Gray",60.74
2016-09-01,2016-09-08,Standard Class,Home Office,Franklin,Massachusetts,2038.0,East,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36
2016-09-01,2016-09-08,Standard Class,Home Office,Franklin,Massachusetts,2038.0,East,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76
2017-05-05,2017-05-08,First Class,Consumer,Encinitas,California,92024.0,West,Office Supplies,Binders,Computer Printout Index Tabs,6.72
2017-05-05,2017-05-08,First Class,Consumer,Encinitas,California,92024.0,West,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.776
2017-12-31,2018-01-05,Standard Class,Consumer,Anaheim,California,92804.0,West,Technology,Phones,Adtran 1202752G1,302.376
2018-09-18,2018-09-20,First Class,Consumer,Arlington,Texas,76017.0,Central,Office Supplies,Art,Newell 314,8.928
2018-09-18,2018-09-20,First Class,Consumer,Arlington,Texas,76017.0,Central,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,47.584
2015-09-25,2015-09-30,Standard Class,Home Office,Houston,Texas,77041.0,Central,Office Supplies,Paper,Xerox 1954,33.792
2015-09-25,2015-09-30,Standard Class,Home Office,Houston,Texas,77041.0,Central,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.5328
2015-09-25,2015-09-30,Standard Class,Home Office,Houston,Texas,77041.0,Central,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.724
2015-09-25,2015-09-30,Standard Class,Home Office,Houston,Texas,77041.0,Central,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264
2017-04-23,2017-04-26,First Class,Consumer,Lancaster,Ohio,43130.0,East,Office Supplies,Paper,Embossed Ink Jet Note Cards,108.336
2017-04-23,2017-04-26,First Class,Consumer,Lancaster,Ohio,43130.0,East,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92
